Age,Income,Family,CCAvg,Mortgage,Online,CreditCard,Education,Loan
26,80,4,0.2,0,YES,1,Undergrad,0
48,78,3,2.1,0,YES,1,Undergrad,0
50,45,4,0.1,93,YES,0,Undergrad,0
33,51,4,2.1,0,NO,1,Professional,0
32,111,2,1.5,0,NO,0,Professional,0
34,45,3,2.8,153,YES,1,Undergrad,0
33,184,2,4.8,0,NO,0,Grad,1
32,41,2,1,112,YES,0,Grad,0
55,69,4,1.3,0,YES,1,Professional,0
58,23,3,0.2,0,NO,0,Undergrad,0
47,160,2,6.67,0,NO,0,Undergrad,0
30,61,1,0.8,251,YES,0,Grad,0
42,110,2,6.1,182,YES,0,Undergrad,0
40,50,2,0.6,0,NO,0,Professional,0
33,49,1,2.4,0,YES,0,Grad,0
46,185,4,7.5,428,NO,1,Grad,1
63,52,2,1.1,0,YES,1,Undergrad,0
62,53,2,2.8,0,YES,0,Undergrad,0
43,125,4,3.5,0,NO,0,Grad,1
31,72,3,1.6,0,YES,0,Undergrad,0
28,51,4,1.8,0,NO,1,Professional,0
64,23,3,0.5,0,NO,0,Undergrad,0
27,41,1,1.9,0,NO,1,Professional,0
33,41,3,2,108,YES,0,Undergrad,0
39,138,1,4.67,0,YES,0,Grad,1
44,138,2,3.3,0,NO,1,Undergrad,0
53,14,4,0.8,0,YES,1,Undergrad,0
42,145,2,8,505,NO,0,Undergrad,0
44,25,3,1,0,NO,1,Grad,0
34,43,1,1.7,142,NO,1,Undergrad,0
47,93,1,0.2,309,YES,0,Grad,0
53,90,2,0.3,217,NO,1,Undergrad,0
62,41,2,1,154,YES,0,Professional,0
61,169,2,6.1,106,YES,1,Professional,1
42,63,2,2.2,0,YES,0,Professional,0
48,23,3,0.67,95,NO,0,Grad,0
38,140,4,0.5,0,NO,0,Undergrad,1
41,75,1,1.5,0,YES,0,Professional,0
57,13,4,0.9,78,YES,0,Grad,0
31,10,1,0.5,81,YES,0,Professional,0
39,100,1,0.8,0,YES,0,Grad,0
48,85,3,1.1,203,YES,0,Undergrad,0
55,73,3,2.67,219,YES,0,Undergrad,0
29,130,2,6.7,0,NO,1,Undergrad,0
47,65,3,2.7,0,YES,0,Grad,0
61,59,4,1.7,148,NO,0,Undergrad,0
60,31,2,1,0,NO,0,Professional,0
34,134,1,4,0,NO,0,Undergrad,0
45,11,4,0.2,106,YES,1,Undergrad,0
60,32,1,0.3,80,YES,0,Professional,0
25,53,2,1.6,0,YES,1,Professional,0
41,28,1,0.7,0,NO,1,Undergrad,0
63,44,2,1,0,YES,0,Professional,0
63,40,1,0.8,118,NO,1,Undergrad,0
43,40,3,0.6,0,YES,0,Grad,0
58,163,2,0.5,400,NO,0,Undergrad,0
50,82,1,1.3,0,YES,0,Professional,0
38,89,4,1.4,0,NO,0,Grad,0
54,78,4,1.6,0,YES,1,Grad,0
61,55,3,0.9,197,NO,0,Professional,0
29,34,4,0.4,0,YES,0,Grad,0
39,108,4,3.67,301,NO,1,Grad,1
33,58,4,2.2,0,YES,1,Grad,0
23,73,4,2.6,0,YES,0,Undergrad,0
56,54,4,2.1,0,YES,0,Undergrad,0
54,45,4,0.9,0,NO,1,Grad,0
37,123,1,2.3,0,YES,0,Grad,1
38,93,1,5.2,267,YES,0,Undergrad,0
34,102,4,2.2,0,YES,0,Grad,0
53,39,3,1.5,0,YES,0,Undergrad,0
65,114,4,3.4,0,NO,1,Grad,0
62,29,1,0.3,0,NO,1,Professional,0
51,30,3,0.6,144,NO,1,Grad,0
31,22,1,0.6,0,NO,0,Professional,0
64,38,2,0.3,186,YES,1,Undergrad,0
39,41,2,1.7,0,NO,0,Undergrad,0
28,161,4,1.7,422,YES,1,Professional,1
60,38,3,0.5,0,YES,1,Grad,0
47,25,1,0.9,0,YES,0,Professional,0
25,70,4,2.6,218,YES,0,Undergrad,0
44,201,2,8.8,0,YES,1,Undergrad,0
51,42,2,0.6,0,YES,1,Professional,0
31,64,1,1.2,0,YES,0,Undergrad,0
32,28,4,1.1,0,NO,0,Professional,0
51,119,1,4.9,208,YES,1,Undergrad,0
25,28,1,1,0,YES,0,Professional,0
43,60,3,2.1,0,YES,0,Professional,0
54,23,1,1.5,0,NO,0,Grad,0
34,164,4,7.4,0,YES,0,Professional,1
54,39,2,0.8,0,NO,1,Undergrad,0
42,19,2,0,85,YES,1,Professional,0
46,72,2,0.8,0,YES,1,Professional,0
62,41,3,0.9,0,YES,1,Professional,0
31,32,2,0.3,130,YES,0,Grad,0
30,69,1,0.8,0,YES,0,Grad,0
52,23,3,0.4,0,YES,0,Undergrad,0
35,44,4,0.2,0,YES,0,Undergrad,0
60,32,3,0.4,165,YES,0,Grad,0
58,25,2,0.3,123,YES,0,Undergrad,0
24,80,2,1.6,0,YES,0,Professional,0
40,83,1,0.8,230,YES,0,Grad,0
49,133,1,7.3,0,YES,1,Undergrad,0
43,89,1,0.1,307,NO,1,Grad,0
33,81,2,4.5,187,YES,1,Professional,0
36,44,2,1.1,85,YES,0,Grad,0
62,119,2,2,0,NO,0,Undergrad,0
57,39,4,0.9,147,NO,0,Undergrad,0
64,40,2,1,0,NO,0,Professional,0
52,79,3,0.8,183,NO,0,Undergrad,0
54,30,4,0.7,0,YES,0,Grad,0
40,179,1,2.6,0,YES,0,Professional,1
30,178,2,6.7,0,NO,0,Undergrad,0
55,82,4,3.8,0,YES,0,Grad,0
39,50,2,2.4,0,NO,0,Grad,0
55,64,2,1.9,0,NO,0,Grad,0
28,129,1,1.5,0,NO,1,Undergrad,0
44,68,4,2.9,0,NO,0,Undergrad,0
46,30,1,1.4,112,NO,0,Professional,0
61,48,3,1.5,0,NO,1,Undergrad,0
61,130,1,1.3,257,NO,0,Undergrad,0
45,40,1,0.5,0,YES,0,Professional,0
38,105,2,1.9,0,YES,0,Undergrad,0
29,41,4,0.2,0,YES,0,Undergrad,0
52,168,3,6.5,118,YES,0,Professional,1
38,80,2,2.7,0,YES,0,Undergrad,0
28,134,2,3.1,0,YES,0,Undergrad,0
34,49,1,2.5,0,NO,0,Professional,0
35,63,2,1.8,0,YES,0,Undergrad,0
46,70,4,1.9,212,NO,1,Undergrad,0
63,32,3,0.7,141,NO,0,Grad,0
33,14,3,0.9,114,NO,0,Professional,0
38,111,2,6.1,326,NO,0,Undergrad,0
53,38,4,2.8,144,YES,0,Grad,0
28,121,2,2,341,YES,0,Undergrad,0
44,90,4,2.6,0,YES,0,Professional,0
58,178,2,6,0,YES,0,Grad,1
38,20,4,0.4,79,YES,1,Grad,0
48,61,2,1.7,229,NO,1,Undergrad,0
33,43,4,0.8,0,NO,0,Undergrad,0
66,39,1,1.9,0,YES,1,Grad,0
59,60,4,2.1,234,YES,1,Undergrad,0
40,63,3,3,0,YES,0,Undergrad,0
36,8,4,0.2,81,NO,1,Professional,0
62,52,4,1.3,0,YES,1,Grad,0
51,92,4,3,0,YES,1,Undergrad,1
58,111,2,1.4,298,YES,0,Undergrad,0
52,71,1,1.4,0,NO,0,Professional,0
41,25,2,0.1,91,NO,0,Grad,0
31,34,1,1.9,156,YES,0,Professional,0
28,74,3,2.6,0,NO,0,Professional,0
57,120,2,2,0,NO,1,Undergrad,0
61,50,4,1.3,0,NO,1,Grad,0
60,10,2,1,0,YES,1,Undergrad,0
56,45,4,2.5,113,YES,0,Grad,0
49,29,4,1.8,0,YES,1,Undergrad,0
63,145,2,6.9,0,YES,0,Undergrad,0
49,100,2,6.3,0,NO,0,Undergrad,0
49,24,3,0.4,0,YES,0,Undergrad,0
32,60,1,1.2,0,YES,1,Undergrad,0
26,50,4,0.6,0,NO,0,Grad,0
27,43,3,1.1,0,NO,0,Grad,0
57,79,3,4.4,0,NO,1,Undergrad,0
29,44,3,0.1,0,YES,1,Grad,0
56,31,4,1.5,0,YES,0,Professional,0
59,14,2,1,107,YES,0,Undergrad,0
53,19,4,0.8,106,NO,1,Undergrad,0
54,111,1,1.1,0,YES,0,Grad,1
56,90,1,1.9,0,YES,0,Grad,0
50,21,2,0.7,129,NO,0,Professional,0
51,104,1,4.2,0,YES,0,Grad,1
53,75,1,1.9,0,YES,0,Grad,0
37,175,2,7.8,297,YES,1,Undergrad,0
32,98,1,4.2,171,NO,0,Undergrad,1
49,41,4,0.1,153,YES,0,Undergrad,0
34,171,2,2.2,569,YES,0,Grad,1
54,79,4,1.6,0,YES,0,Grad,0
64,24,4,0.6,0,NO,0,Grad,0
58,90,1,3.6,0,NO,0,Grad,1
25,39,3,2.4,0,YES,0,Grad,0
50,9,2,0,0,NO,0,Undergrad,0
38,15,2,0.1,90,YES,0,Grad,0
48,80,1,2.7,0,YES,0,Undergrad,0
41,63,1,0.7,79,NO,1,Professional,0
32,20,1,0.5,102,YES,0,Professional,0
46,43,2,2.1,0,YES,1,Professional,0
39,65,1,1.5,0,NO,0,Professional,0
39,91,2,1.7,151,NO,0,Grad,0
63,53,1,0.8,0,NO,0,Undergrad,0
58,110,3,1.7,0,NO,0,Grad,0
28,82,3,1.5,103,YES,0,Undergrad,0
36,23,4,0.2,0,YES,0,Professional,0
43,172,2,6.67,0,YES,0,Undergrad,0
36,88,2,2.7,0,YES,0,Undergrad,0
44,71,2,0.8,0,YES,0,Professional,0
31,180,1,2.9,144,NO,0,Professional,1
45,39,2,2.1,184,NO,1,Professional,0
39,94,1,1.5,0,NO,1,Professional,0
43,25,3,1,0,YES,0,Grad,0
40,10,2,0,102,YES,0,Professional,0
30,42,1,1,184,NO,0,Undergrad,0
58,142,2,3.9,0,NO,1,Undergrad,0
46,34,2,1.3,0,YES,0,Undergrad,0
35,139,1,4.6,0,NO,0,Undergrad,0
30,154,2,4.5,207,YES,0,Undergrad,0
34,40,2,2,89,NO,0,Professional,0
62,33,1,1.5,140,YES,1,Professional,0
58,80,2,1.6,0,YES,1,Undergrad,0
45,10,3,0.67,100,YES,0,Grad,0
42,41,3,0.5,0,YES,0,Professional,0
60,30,4,1.3,118,YES,1,Undergrad,0
55,78,1,0.8,190,YES,0,Professional,0
45,164,1,5,0,NO,1,Undergrad,0
52,23,1,0.4,0,NO,0,Professional,0
31,149,1,6,0,NO,0,Undergrad,0
60,25,4,0.7,0,YES,0,Professional,0
33,42,1,2.1,0,YES,0,Professional,0
37,71,1,2.5,185,YES,1,Undergrad,0
59,114,3,4.2,0,YES,0,Grad,1
51,70,1,2.8,0,YES,1,Grad,0
47,149,4,6.1,0,NO,1,Undergrad,1
60,55,4,2.5,0,YES,0,Grad,0
61,29,1,1.3,0,NO,0,Undergrad,0
64,123,1,3.8,0,YES,1,Undergrad,0
46,152,1,7.4,374,YES,1,Professional,1
31,8,4,0.7,0,NO,0,Grad,0
57,69,4,0.7,245,NO,0,Undergrad,0
48,161,4,7.9,310,NO,0,Professional,1
48,79,1,0.2,0,NO,0,Grad,0
35,105,1,4.6,0,NO,0,Undergrad,0
33,39,3,2.3,0,NO,0,Undergrad,0
47,163,1,5,0,NO,0,Undergrad,0
46,9,1,0.2,0,YES,0,Undergrad,0
44,71,4,2,0,NO,1,Professional,0
42,51,3,2.1,0,NO,0,Professional,0
50,32,1,1.4,167,NO,0,Professional,0
52,161,4,4.3,0,YES,1,Undergrad,1
53,60,1,0.2,0,YES,0,Undergrad,0
37,35,4,1,0,NO,0,Grad,0
64,41,4,1.2,0,YES,0,Grad,0
46,73,2,1.7,216,YES,0,Undergrad,0
57,49,4,1.5,214,YES,1,Undergrad,0
61,79,2,2,194,YES,1,Undergrad,0
42,120,2,7.5,0,NO,0,Undergrad,0
40,60,2,3.2,0,NO,0,Undergrad,0
33,78,3,0.6,0,YES,0,Grad,0
50,40,4,1.1,131,NO,0,Grad,0
52,110,2,5.4,204,YES,0,Professional,1
35,160,4,5.7,0,NO,0,Professional,1
57,68,4,0.7,191,YES,1,Undergrad,0
56,49,2,1.6,103,YES,0,Professional,0
44,65,2,2.5,0,YES,0,Undergrad,0
23,55,3,2.4,145,YES,0,Grad,0
33,62,3,2.3,98,NO,1,Undergrad,0
48,152,1,0,0,NO,0,Undergrad,0
45,42,3,2.5,0,NO,0,Grad,0
54,39,4,0.7,0,YES,0,Grad,0
42,111,3,3,0,NO,1,Undergrad,1
47,82,3,2.1,0,NO,0,Undergrad,0
61,108,4,3.4,0,YES,0,Grad,0
53,59,2,0.8,0,YES,0,Professional,0
56,61,3,2.5,193,YES,0,Undergrad,0
33,78,4,2,0,YES,0,Grad,0
44,18,2,0.1,0,YES,0,Professional,0
63,113,4,1.7,0,YES,1,Professional,0
47,62,1,2.67,0,YES,0,Grad,0
50,81,1,4.9,248,YES,0,Undergrad,0
49,13,3,0.4,106,YES,0,Undergrad,0
34,75,1,2.8,194,NO,0,Undergrad,0
40,33,2,0.8,89,YES,0,Professional,0
38,179,1,4.1,0,YES,0,Undergrad,0
51,69,3,2,0,YES,0,Grad,0
28,45,1,1,0,YES,0,Professional,0
52,59,3,3,0,YES,0,Grad,0
39,81,2,2.8,0,YES,0,Undergrad,0
29,133,1,5.4,212,YES,0,Undergrad,0
54,81,2,0,0,YES,0,Professional,0
63,14,4,0.4,86,YES,1,Grad,0
40,28,2,0.8,0,NO,0,Professional,0
36,93,2,2.2,0,YES,0,Undergrad,0
45,191,3,2.6,123,NO,0,Professional,1
61,155,1,2.9,0,YES,0,Undergrad,0
26,155,2,7.2,0,NO,0,Undergrad,0
33,68,4,1.3,0,YES,0,Undergrad,0
64,52,2,1.1,226,NO,0,Undergrad,0
43,51,1,0.7,0,NO,0,Professional,0
24,44,4,1.6,180,YES,0,Undergrad,0
30,121,2,3.1,408,YES,0,Undergrad,0
60,49,4,2.2,204,YES,0,Undergrad,0
50,42,2,1,78,YES,0,Professional,0
40,144,1,4.1,0,NO,0,Undergrad,0
31,72,1,2.6,0,YES,0,Grad,0
30,44,1,1.5,109,NO,0,Undergrad,0
60,43,3,0.9,175,NO,0,Professional,0
39,74,1,0.1,144,YES,0,Grad,0
66,145,1,2.5,0,YES,0,Undergrad,0
65,158,2,2.1,0,NO,0,Undergrad,0
54,78,4,4.9,0,NO,0,Undergrad,0
54,154,1,2.4,352,YES,0,Grad,1
35,105,2,4.5,0,NO,0,Professional,0
32,100,3,0.6,0,YES,0,Grad,0
63,58,1,0,0,YES,0,Grad,0
60,113,1,0.9,406,YES,0,Undergrad,0
43,10,2,0.1,0,NO,1,Grad,0
59,142,2,2.7,0,NO,0,Undergrad,0
62,128,1,2.5,0,NO,0,Undergrad,0
30,131,3,0.5,0,NO,0,Professional,1
54,88,4,1,122,YES,0,Grad,0
30,101,2,0.6,0,YES,0,Undergrad,0
31,70,2,1.75,0,YES,1,Professional,0
44,122,1,0.3,0,YES,0,Undergrad,0
32,70,3,1.5,0,YES,0,Undergrad,0
63,148,2,4.3,0,YES,0,Professional,1
57,43,2,2.1,166,YES,0,Professional,0
60,31,1,1.5,0,YES,0,Professional,0
37,35,2,0.8,0,NO,0,Professional,0
53,81,4,2.6,0,YES,0,Professional,0
51,19,1,1.4,98,NO,0,Professional,0
30,98,4,1.8,129,YES,1,Professional,0
28,101,4,2.1,0,YES,0,Professional,0
50,81,2,0.4,0,NO,0,Professional,0
52,135,1,0.6,452,YES,0,Undergrad,0
56,34,2,0.7,0,YES,0,Grad,0
40,104,1,3.4,249,NO,0,Undergrad,0
64,29,3,0.7,0,YES,0,Grad,0
61,119,2,5.4,0,YES,0,Grad,1
46,82,2,1.7,0,YES,1,Grad,0
55,62,1,0.2,0,YES,0,Undergrad,0
45,85,3,2.1,0,YES,1,Undergrad,0
40,8,2,0.1,0,NO,0,Grad,0
63,78,4,1.7,0,YES,0,Professional,0
57,44,3,0.5,0,YES,0,Grad,0
38,122,2,8,0,YES,1,Undergrad,0
37,22,3,0.1,114,NO,0,Grad,0
31,39,4,2.2,0,YES,1,Grad,0
50,55,1,1.6,0,YES,0,Grad,0
42,144,2,6.1,158,NO,0,Undergrad,0
51,71,1,2.6,0,NO,1,Grad,0
38,191,2,3,0,YES,0,Undergrad,0
53,22,1,0.5,100,YES,0,Grad,0
43,158,1,2.4,0,YES,0,Undergrad,0
35,131,3,0.3,0,YES,1,Professional,1
49,75,1,2.8,160,NO,1,Grad,0
28,69,3,0.7,170,NO,0,Grad,0
51,39,2,0.8,0,NO,0,Undergrad,0
39,34,4,1.7,0,YES,1,Undergrad,0
31,32,1,1.7,0,YES,0,Undergrad,0
44,129,1,5.7,0,YES,0,Undergrad,0
46,158,3,5.4,432,NO,1,Undergrad,1
42,54,1,1.8,0,YES,0,Undergrad,0
41,34,1,2,0,NO,0,Grad,0
23,45,4,0.6,0,YES,1,Grad,0
59,68,2,2.3,0,NO,0,Professional,0
47,53,1,1.5,0,YES,0,Grad,0
48,32,1,0.1,0,NO,1,Undergrad,0
58,173,2,7.2,0,YES,0,Professional,1
58,31,4,0.4,0,NO,0,Undergrad,0
54,72,2,3.7,144,YES,0,Undergrad,0
49,30,4,0.4,157,YES,1,Grad,0
63,138,1,2.5,0,YES,0,Undergrad,0
62,18,1,1.5,127,NO,0,Grad,0
45,69,1,2.8,220,YES,1,Undergrad,0
39,58,3,2.1,247,YES,0,Undergrad,0
58,63,4,1.5,0,YES,0,Undergrad,0
56,43,2,0.3,0,NO,0,Undergrad,0
29,28,1,0.2,0,YES,0,Professional,0
33,38,1,2.1,133,NO,0,Professional,0
55,72,3,0.3,147,NO,0,Grad,0
56,64,4,0.9,0,YES,0,Undergrad,0
36,70,3,2.6,165,YES,0,Grad,0
53,12,1,0.3,0,NO,0,Undergrad,0
57,159,2,0.5,0,NO,0,Undergrad,0
35,103,2,4.5,0,YES,0,Professional,0
43,42,1,0.3,0,YES,0,Professional,0
54,48,2,2.1,142,YES,0,Professional,0
29,49,1,1.5,0,NO,0,Undergrad,0
39,89,2,0.4,0,YES,0,Undergrad,0
32,22,4,0.7,0,YES,1,Grad,0
51,10,2,0.2,86,NO,0,Undergrad,0
50,38,1,1.3,120,NO,1,Grad,0
54,49,2,2.1,95,YES,1,Professional,0
38,30,2,1.4,0,NO,1,Professional,0
32,82,1,2.6,240,YES,1,Grad,0
62,82,1,0.8,312,YES,0,Professional,0
57,24,1,0.1,0,NO,0,Grad,0
47,32,4,0.6,156,YES,1,Undergrad,0
51,34,3,0.9,111,YES,0,Professional,0
54,195,2,4.75,477,NO,0,Grad,1
26,61,4,2.2,119,NO,0,Undergrad,0
37,22,3,0.1,0,YES,1,Grad,0
27,40,4,1,0,YES,0,Professional,0
63,50,2,2.8,205,NO,0,Undergrad,0
62,35,2,0.7,0,NO,1,Professional,0
59,64,3,0.3,0,NO,0,Grad,0
32,49,3,2.3,0,YES,0,Undergrad,0
35,44,4,1,192,NO,1,Grad,0
56,65,2,3.7,0,YES,0,Undergrad,0
55,13,4,0.7,0,YES,0,Undergrad,0
31,84,1,2.9,105,NO,1,Professional,0
54,28,4,0.2,101,YES,0,Grad,0
58,108,3,4.4,0,YES,0,Undergrad,0
48,59,1,0,144,YES,0,Undergrad,0
48,163,1,2.4,396,YES,0,Undergrad,0
33,183,2,8.8,582,YES,0,Professional,1
36,69,4,4,0,YES,0,Professional,0
41,115,1,7,0,NO,0,Undergrad,0
55,130,4,6.5,0,NO,1,Undergrad,1
63,185,2,7.9,358,YES,0,Grad,1
53,118,2,0.3,0,YES,0,Undergrad,0
38,163,1,4.1,0,NO,0,Undergrad,0
46,140,2,6.3,380,YES,1,Undergrad,0
59,91,2,0.7,0,YES,1,Grad,0
56,61,4,1.3,0,YES,1,Professional,0
59,168,4,4.1,0,YES,0,Grad,1
39,69,3,0.9,0,NO,0,Grad,0
47,22,1,0.2,104,NO,0,Undergrad,0
47,53,1,0.3,213,NO,0,Undergrad,0
53,25,2,1,0,YES,1,Grad,0
36,115,4,2.2,0,NO,0,Grad,1
34,31,4,1.1,85,YES,1,Professional,0
36,83,1,2.8,0,NO,1,Professional,0
60,152,2,6.9,0,NO,0,Undergrad,0
45,30,1,0.1,0,YES,0,Undergrad,0
27,34,1,0.2,0,YES,1,Professional,0
47,44,1,1.4,0,YES,1,Professional,0
44,182,2,7.6,0,NO,0,Undergrad,0
54,44,3,1.5,117,YES,0,Undergrad,0
57,122,2,6,153,YES,1,Undergrad,0
52,35,4,1.8,0,YES,0,Undergrad,0
51,91,1,0.8,0,NO,0,Professional,0
57,30,2,2,0,NO,0,Grad,0
65,53,1,2.5,0,YES,0,Professional,0
58,28,1,0.3,0,YES,0,Professional,0
64,85,4,3.4,200,YES,0,Grad,0
52,28,2,0.7,90,YES,1,Grad,0
58,41,4,0.4,177,YES,0,Undergrad,0
52,154,1,5,0,YES,0,Professional,1
43,41,1,0.3,0,YES,0,Professional,0
56,33,3,1.5,0,NO,0,Undergrad,0
37,182,3,5.8,0,YES,0,Professional,1
53,59,2,0.8,0,YES,0,Professional,0
27,129,2,3.3,0,NO,0,Undergrad,0
53,35,3,0.9,136,YES,0,Professional,0
42,185,3,2.2,0,YES,1,Grad,1
58,45,4,1.3,201,NO,0,Grad,0
36,62,4,0.1,145,NO,0,Grad,0
53,183,3,8.2,467,YES,1,Professional,1
48,14,2,0.1,0,YES,0,Professional,0
54,53,1,2.2,0,YES,1,Professional,0
26,48,3,2.6,169,NO,0,Professional,0
50,128,2,0.4,0,YES,0,Undergrad,0
31,105,1,4,331,YES,0,Undergrad,0
35,40,3,0.9,0,YES,1,Undergrad,0
63,10,2,0.4,0,YES,0,Undergrad,0
29,102,2,3.3,303,NO,0,Undergrad,0
57,31,3,0.1,0,YES,0,Grad,0
30,30,4,0.8,158,YES,0,Undergrad,0
33,21,1,0.6,0,NO,0,Professional,0
62,44,2,0.3,0,NO,0,Undergrad,0
35,48,1,2.5,164,YES,0,Professional,0
37,21,3,0.2,0,YES,0,Grad,0
37,84,4,2.2,0,YES,1,Grad,0
35,64,3,0.7,230,YES,0,Grad,0
35,82,1,2.5,138,NO,0,Undergrad,0
59,39,4,1.3,0,YES,0,Undergrad,0
53,45,2,0.8,0,YES,1,Professional,0
45,133,4,5.7,0,YES,1,Professional,1
46,152,2,1.4,0,YES,0,Undergrad,0
40,12,1,1,91,NO,0,Undergrad,0
42,32,3,1.5,149,YES,0,Undergrad,0
25,74,4,2.6,204,NO,0,Undergrad,0
39,54,2,1.1,159,NO,1,Grad,0
30,181,3,4.1,0,YES,1,Grad,1
58,75,2,0,0,YES,0,Professional,0
41,95,3,0.1,240,NO,0,Undergrad,0
37,190,4,7.3,565,YES,0,Grad,1
36,90,1,2.8,0,YES,0,Undergrad,0
27,20,4,1,134,YES,1,Undergrad,0
60,64,3,2.2,0,NO,0,Professional,0
62,85,2,1.7,98,NO,0,Professional,0
67,105,4,1.7,0,YES,0,Grad,0
44,21,1,0.2,0,YES,0,Undergrad,0
24,78,2,1.8,0,NO,0,Grad,0
45,158,2,6.67,132,YES,1,Undergrad,0
58,125,1,4.3,219,NO,0,Undergrad,0
61,81,3,1.8,0,YES,0,Grad,0
54,183,1,8.1,0,YES,1,Undergrad,0
28,54,4,0.6,0,YES,0,Grad,0
49,79,4,3.6,212,YES,0,Professional,0
35,38,1,1.5,136,YES,0,Grad,0
36,172,4,1,295,YES,0,Grad,1
34,184,3,7.5,0,NO,0,Undergrad,1
36,158,2,7.8,114,YES,1,Undergrad,0
35,188,1,0.9,282,YES,0,Professional,1
27,20,4,0.5,0,YES,0,Professional,0
42,60,4,0.2,151,NO,1,Professional,0
65,113,4,2.4,0,YES,0,Professional,0
29,70,4,0,0,YES,1,Undergrad,0
65,84,2,0,0,YES,1,Professional,0
59,23,2,0.2,0,YES,0,Professional,0
46,141,2,3.3,0,YES,1,Undergrad,0
59,110,3,4.4,264,YES,0,Undergrad,0
52,31,4,1.8,0,YES,1,Undergrad,0
60,22,1,1.3,80,NO,0,Undergrad,0
43,91,1,5.2,0,NO,0,Undergrad,0
65,82,4,2.4,252,YES,0,Professional,0
50,23,1,0.3,0,NO,0,Undergrad,0
48,35,1,0.1,0,YES,0,Undergrad,0
49,114,1,2.5,0,YES,0,Professional,1
58,18,3,0.1,0,YES,1,Grad,0
24,80,2,1.6,238,NO,0,Professional,0
58,74,2,2.3,0,NO,1,Professional,0
45,122,4,4.1,0,YES,0,Grad,1
42,73,3,2.33,0,NO,0,Grad,0
64,40,2,1.1,0,YES,0,Undergrad,0
49,55,4,0.1,0,YES,0,Professional,0
55,69,1,2.7,0,NO,1,Grad,0
40,92,4,1.4,0,YES,0,Grad,0
28,48,4,2.1,0,YES,1,Professional,0
57,113,4,0.6,327,YES,0,Professional,1
50,58,1,1.3,0,YES,0,Grad,0
40,109,2,2.2,0,YES,0,Undergrad,0
55,39,3,1,0,YES,1,Grad,0
53,33,3,1.9,144,NO,0,Grad,0
48,18,4,0.2,0,YES,1,Undergrad,0
59,63,1,1.6,0,YES,1,Undergrad,0
58,43,1,2.8,0,YES,0,Grad,0
38,70,4,2,0,YES,0,Professional,0
49,19,1,0.9,0,NO,0,Professional,0
60,39,4,1.3,140,YES,0,Grad,0
54,81,3,0.8,0,NO,0,Undergrad,0
28,34,4,1.3,0,NO,0,Professional,0
27,140,1,5.9,175,YES,0,Grad,1
42,114,1,0.3,0,NO,0,Undergrad,0
52,55,2,3.2,151,NO,0,Professional,0
54,21,1,0.1,76,YES,0,Grad,0
56,50,4,2.8,0,YES,0,Grad,0
58,41,3,1.5,0,YES,1,Undergrad,0
56,190,3,2.2,0,YES,0,Undergrad,1
64,8,2,0.3,0,YES,0,Professional,0
35,55,2,1.67,0,YES,0,Grad,0
45,40,2,1.3,0,NO,1,Undergrad,0
57,22,3,0.1,0,YES,0,Grad,0
35,44,2,1.67,0,NO,1,Grad,0
46,102,3,4.5,0,YES,0,Professional,1
30,54,4,1.8,235,YES,0,Professional,0
44,130,4,3.2,0,NO,0,Grad,1
39,75,3,2.33,0,YES,1,Grad,0
42,42,2,1.7,0,YES,0,Undergrad,0
34,133,1,3.8,0,YES,0,Undergrad,0
46,40,1,1.2,0,YES,0,Grad,0
55,34,3,1.5,101,YES,0,Undergrad,0
28,142,1,0.8,0,YES,0,Undergrad,0
35,64,3,2.3,0,YES,1,Undergrad,0
60,44,2,1.6,170,YES,0,Professional,0
50,95,1,0.3,262,YES,0,Undergrad,0
52,49,1,1.4,0,YES,0,Professional,0
51,12,2,0.2,0,NO,0,Undergrad,0
51,98,1,1.3,0,YES,1,Professional,0
59,42,4,0.4,0,YES,0,Undergrad,0
53,44,2,0.6,0,YES,1,Professional,0
43,124,1,5.2,0,NO,0,Undergrad,0
31,175,2,6.7,0,YES,0,Undergrad,0
32,22,4,0.3,0,NO,0,Undergrad,0
41,78,4,2.67,99,YES,0,Undergrad,0
31,54,2,1,109,NO,1,Grad,0
41,154,1,7,0,NO,1,Undergrad,0
47,42,3,2.7,0,YES,0,Grad,0
37,195,2,6.5,635,YES,0,Undergrad,0
53,80,1,3,0,YES,1,Professional,0
49,81,3,2,0,YES,0,Grad,0
62,89,2,2,0,YES,1,Undergrad,0
33,61,3,2.6,0,YES,0,Grad,0
54,25,4,0.4,0,NO,1,Professional,0
27,43,3,0.1,163,YES,0,Grad,0
60,122,1,2.6,352,NO,0,Undergrad,0
29,160,1,4.3,385,YES,0,Undergrad,0
56,83,4,1.6,0,NO,0,Grad,0
55,79,2,0,0,NO,0,Professional,0
45,30,3,0.5,0,YES,1,Grad,0
33,145,1,4.3,437,YES,0,Undergrad,0
45,151,2,3.3,328,NO,0,Undergrad,0
44,14,2,0.1,98,NO,1,Professional,0
37,19,3,0.2,0,YES,0,Grad,0
42,55,1,0.7,135,YES,0,Professional,0
26,132,2,2.4,0,NO,1,Professional,1
33,182,1,8.6,0,NO,0,Undergrad,0
61,78,3,0.5,0,YES,1,Undergrad,0
31,42,1,2.4,0,YES,1,Grad,0
54,44,2,2.3,187,YES,0,Professional,0
62,195,4,5.2,522,YES,1,Professional,1
